Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Total_PageViews,Total_Duration,Avg_Time_Per_Page,Bounce_Exit_Ratio,Engagement_Score,Month_Encoded,VisitorType_Freq
2,0.735772572327289,0,-0.4947987296998535,24,-0.052222487367373345,0.016,0.0408,-0.5328007247722796,0.8,May,2,2,3,2,Returning_Visitor,0,0,26,591.75,21.916666666666668,0.3827751196172249,0.48704,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,9,-0.3737771766906702,0.022222222,0.037037037,-0.5328007247722796,0.0,May,2,2,2,7,Returning_Visitor,0,0,9,315.6,31.560000000000002,0.5842258954082044,0.485925926,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,8,-0.48141161426318757,0.0375,0.03125,-0.5328007247722796,0.0,May,3,2,6,4,Returning_Visitor,1,0,8,258.8333333,28.759259255555556,1.1627906976744184,0.48250000000000004,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,27,-0.20982904751260378,0.0,0.007692308,-0.5328007247722796,0.0,May,2,2,9,1,Returning_Visitor,1,0,27,420.0,15.0,0.0,0.4984615384,0.10964253529588465,0.8546497337156903
10,1.306640547328845,0,-0.4947987296998535,22,0.035046377579122656,0.018518519,0.04526749,-0.5328007247722796,0.2,May,3,2,1,2,Returning_Visitor,0,0,32,885.4166667,26.83080808181818,0.4002490517639924,0.4853909463,0.10964253529588465,0.8546497337156903
4,1.0599507697327086,3,2.065243366423093,12,0.38704985381060375,0.0,0.010526316,-0.5328007247722796,0.0,May,2,2,5,2,Returning_Visitor,0,0,19,1286.333333,64.31666665,0.0,0.4978947368,0.10964253529588465,0.8546497337156903
1,0.1807044663147659,3,2.0124381928959507,154,1.3746705464963989,0.007660455,0.012253894,1.9462811334207992,0.8,May,3,2,4,13,Returning_Visitor,0,0,158,3434.229484,21.598927572327042,0.5779776871612222,10.0623275097,0.10964253529588465,0.8546497337156903
3,0.956988029322332,0,-0.4947987296998535,4,-0.8334858375851472,0.0,0.014285714,-0.5328007247722796,0.0,May,2,2,6,5,New_Visitor,0,0,7,216.0,27.0,0.0,0.4971428572,0.10964253529588465,0.13871364195002048
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.4895007087455139,0.0,0.1,-0.5328007247722796,0.0,May,3,2,1,3,New_Visitor,0,0,2,21.0,7.0,0.0,0.48,0.10964253529588465,0.13871364195002048
3,1.1614113766033636,1,2.0668568979769693,35,0.11257626825559709,0.029411765,0.05,-0.5328007247722796,0.0,May,2,5,6,1,Returning_Visitor,1,0,39,1007.5,25.1875,0.5767012745098039,0.4811764705,0.10964253529588465,0.8546497337156903
14,1.2659519369195888,0,-0.4947987296998535,52,0.924607637243138,0.003747073,0.008451124,1.8651642505462496,0.0,May,2,2,1,13,Returning_Visitor,0,0,66,2289.2161474,34.16740518507463,0.3964685046984887,4.3024012273,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,3,-1.6622747129942912,0.033333333,0.166666667,-0.5328007247722796,0.6,May,2,4,1,6,Returning_Visitor,0,0,3,11.0,2.75,0.19880715467433965,0.4566666667,0.10964253529588465,0.8546497337156903
2,0.9754856866933148,0,-0.4947987296998535,10,-0.605784353926614,0.0,0.016666667,-0.5328007247722796,0.0,May,2,2,3,2,Returning_Visitor,1,0,12,298.4166667,22.955128207692308,0.0,0.49666666660000003,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,4,-1.1397239040997964,0.05,0.075,-0.5328007247722796,1.0,May,1,1,1,17,Returning_Visitor,1,0,4,60.0,12.0,0.6578947368421053,0.47,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,7,-1.1092025874600637,0.114285714,0.15,-0.5328007247722796,0.0,May,3,2,1,1,Returning_Visitor,0,0,7,65.0,8.125,0.7568590331125827,0.43571428580000005,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,21,-0.6209759470167757,0.00952381,0.041269841,-0.5328007247722796,0.8,May,2,10,7,4,Returning_Visitor,0,0,21,197.3333333,8.969696968181818,0.2253098136801603,0.48888888880000003,0.10964253529588465,0.8546497337156903
2,0.5633966697826036,0,-0.4947987296998535,24,-0.400541054874727,0.008333333,0.025,-0.5328007247722796,0.0,May,2,2,1,4,Returning_Visitor,0,0,26,330.6666667,12.246913581481481,0.32051280769230767,0.4925000001,0.10964253529588465,0.8546497337156903
1,0.006150476326528315,0,-0.4947987296998535,28,-0.14102521602883292,0.02962963,0.066666667,-0.5328007247722796,1.0,May,2,2,7,3,Returning_Visitor,1,0,29,478.0,15.933333333333334,0.4378763032616931,0.47777777759999995,0.10964253529588465,0.8546497337156903
4,1.050088050426328,0,-0.4947987296998535,112,2.269865855252631,0.003093259,0.036793698,-0.5328007247722796,0.8,May,2,2,1,1,Returning_Visitor,0,0,116,8087.357906499999,69.12271714957265,0.08184589399005093,0.4917132827,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,8,-0.913741134412621,0.0,0.0125,-0.5328007247722796,0.0,May,4,1,1,3,Returning_Visitor,0,0,8,105.0,11.666666666666666,0.0,0.4975,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,26,1.1307044190732112,0.024,0.050933333,-0.5328007247722796,0.0,May,1,1,2,3,Returning_Visitor,0,0,26,2607.5,96.57407407407408,0.4621309400650253,0.4826133334,0.10964253529588465,0.8546497337156903
10,1.1429071634708472,2,1.9453593519619579,51,0.2559858730843642,0.007407407,0.019191919,-0.5328007247722796,0.0,May,2,2,1,1,Returning_Visitor,0,0,63,1036.5055555,16.1953993046875,0.366850075022587,0.4939393941,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,42,0.412353032470157,0.01097561,0.029430894,-0.5328007247722796,0.6,May,2,2,7,1,Returning_Visitor,0,0,42,1076.977778,25.0459948372093,0.36067326842254455,0.49082113819999995,0.10964253529588465,0.8546497337156903
10,1.3384836644315825,0,-0.4947987296998535,60,1.2009391461636671,0.016666667,0.018387097,1.4713312779091317,0.0,May,1,1,6,2,Returning_Visitor,0,0,70,3108.4277773,43.780672919718306,0.8596783211019162,1.5167298384999999,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,5,-0.5321779766357488,0.0,0.033333333,-0.5328007247722796,0.0,May,3,2,1,13,Returning_Visitor,0,0,5,234.9666667,39.16111111666667,0.0,0.4933333334,0.10964253529588465,0.8546497337156903
1,1.0342696886888492,0,-0.4947987296998535,13,0.3102607560631684,0.0,0.027272727,-0.5328007247722796,0.6,May,1,1,1,2,New_Visitor,0,0,14,1048.0,69.86666666666666,0.0,0.4945454546,0.10964253529588465,0.13871364195002048
2,0.7124387102796531,0,-0.4947987296998535,22,0.7472453737555188,0.0,0.03015873,1.8252962449358845,1.0,May,2,2,4,13,Returning_Visitor,1,0,24,1707.733333,68.30933332,0.0,3.4925396825,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.8,May,3,2,1,2,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.10964253529588465,0.8546497337156903
2,1.2198419804379868,0,-0.4947987296998535,10,-0.7380905774979082,0.0,0.045454545,-0.5328007247722796,0.0,May,2,2,3,1,Returning_Visitor,0,0,12,354.0,27.23076923076923,0.0,0.490909091,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,13,-0.18675781295340232,0.002564103,0.082692308,-0.5328007247722796,0.6,May,1,6,1,4,Returning_Visitor,0,0,13,436.6,31.185714285714287,0.030637259997657127,0.48269230750000003,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,6,-1.0272732535716769,0.1,0.133333333,-0.5328007247722796,1.0,May,1,1,1,3,Returning_Visitor,1,0,6,80.0,11.428571428571429,0.7444168752963198,0.44333333340000003,0.10964253529588465,0.8546497337156903
2,0.5170120061892738,0,-0.4947987296998535,47,0.12681423106210893,0.0,0.009574468,-0.5328007247722796,0.0,May,2,4,6,5,New_Visitor,0,0,49,743.125,14.8625,0.0,0.49808510640000003,0.10964253529588465,0.13871364195002048
2,0.9031386021432233,0,-0.4947987296998535,32,0.5072686899063852,0.0,0.010784314,1.9793140360968855,0.0,May,3,2,4,2,Returning_Visitor,0,1,34,1300.416667,37.154761914285714,0.0,108.0025490372,0.10964253529588465,0.8546497337156903
2,1.151460477965415,0,-0.4947987296998535,28,0.5456091396896058,0.0,0.007692308,-0.5328007247722796,0.0,May,1,2,6,4,Returning_Visitor,1,0,30,1447.75,46.70161290322581,0.0,0.4984615384,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.0123238091942233,0.0,0.05,-0.5328007247722796,0.6,May,1,2,2,4,New_Visitor,0,0,2,83.0,27.666666666666668,0.0,0.49,0.10964253529588465,0.13871364195002048
0,-1.0054680759288452,0,-0.4947987296998535,35,0.28143588116223284,0.011764706,0.017016807,1.796844652229469,0.0,May,3,2,2,3,Returning_Visitor,0,1,35,897.6666667,24.93518518611111,0.6529850711061067,3.1034201678,0.10964253529588465,0.8546497337156903
8,1.5222179950656818,2,1.9228253856930602,22,0.9728770478001684,0.01382716,0.032020784,1.9329873152463286,0.0,May,1,2,2,13,Returning_Visitor,0,0,32,2726.422222,82.61885521212122,0.4187411177154365,7.9918286452,0.10964253529588465,0.8546497337156903
5,0.949274451682832,0,-0.4947987296998535,34,1.3173336501400212,0.002564103,0.015897436,-0.5328007247722796,0.0,May,2,2,3,2,Returning_Visitor,0,0,39,3283.828571,82.095714275,0.15174509316087953,0.49605128190000003,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,5,-0.868409512417983,0.0,0.05,-0.5328007247722796,0.0,May,4,2,1,5,New_Visitor,0,0,5,116.5,19.416666666666668,0.0,0.49,0.10964253529588465,0.13871364195002048
5,0.8818026600235823,2,2.0547724926639495,33,0.45673569726037727,0.0,0.015888889,1.7451043844664837,0.0,May,2,2,2,1,Returning_Visitor,1,0,40,1288.0821429999999,31.416637634146337,0.0,2.6119283447,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-1.2606500682038184,0.0,0.1,-0.5328007247722796,0.0,May,3,2,8,2,Returning_Visitor,0,0,1,43.0,21.5,0.0,0.48,0.10964253529588465,0.8546497337156903
6,0.9790582904752748,4,2.0669597080142355,50,1.2180260626021495,0.001851852,0.008161036,1.9151120318215682,0.0,May,1,1,1,2,Returning_Visitor,0,0,60,3108.4295987,50.957862273770495,0.20214438628993486,6.3989804922,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,25,-0.21270321251731272,0.0,0.019230769,1.7728646739985996,1.0,May,2,2,9,2,Returning_Visitor,1,1,25,417.9666667,16.075641026923076,0.0,2.8509038462,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,3,-0.822878245519346,0.0,0.1,-0.5328007247722796,0.0,May,2,2,1,1,Returning_Visitor,1,0,3,129.0,32.25,0.0,0.48,0.10964253529588465,0.8546497337156903
2,0.8438645247402746,0,-0.4947987296998535,13,0.5223291697573927,0.0,0.020512821,-0.5328007247722796,0.0,May,1,2,8,6,Returning_Visitor,0,0,15,1313.0,82.0625,0.0,0.4958974358,0.10964253529588465,0.8546497337156903
1,-1.0054680759288452,0,-0.4947987296998535,9,0.23310472806180813,0.0,0.022222222,-0.5328007247722796,0.0,May,3,2,1,13,Returning_Visitor,0,0,10,837.6666667,76.15151515454545,0.0,0.4955555556,0.10964253529588465,0.8546497337156903
2,0.9825907142093968,0,-0.4947987296998535,23,-0.212325658517815,0.0,0.008,-0.5328007247722796,0.0,May,1,1,1,2,Returning_Visitor,0,0,25,515.2333333,19.816666665384616,0.0,0.4984,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,8,-0.2838644398079795,0.0,0.025,-0.5328007247722796,0.0,May,2,2,3,14,Returning_Visitor,1,0,8,370.0,41.111111111111114,0.0,0.495,0.10964253529588465,0.8546497337156903
5,0.7645559242010169,0,-0.4947987296998535,21,0.15192792808050837,0.004,0.016,-0.5328007247722796,0.0,May,2,2,1,4,Returning_Visitor,0,0,26,795.9166667,29.47839506296296,0.23529411764705882,0.49560000000000004,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,May,2,2,3,6,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,1,2.063857611743005,27,1.312258404502489,0.025,0.04047619,-0.5328007247722796,0.0,May,2,2,1,3,Returning_Visitor,0,0,28,3291.583333,113.50287355172414,0.6027554604219915,0.484404762,0.10964253529588465,0.8546497337156903
1,-0.12193134104585379,0,-0.4947987296998535,17,-0.15055260442139035,0.0,0.024444444,-0.5328007247722796,0.0,May,2,2,7,4,Returning_Visitor,1,0,18,468.6666667,24.666666668421055,0.0,0.4951111112,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,23,-0.6701438306340098,0.086956522,0.092753623,-0.5328007247722796,0.6,May,3,2,2,3,Returning_Visitor,0,0,23,178.6,7.441666666666666,0.9275003911048856,0.4553623188,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,May,6,2,3,5,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,8,-1.4499439238559058,0.15,0.175,-0.5328007247722796,0.4,May,2,2,1,3,Returning_Visitor,0,0,8,24.0,2.6666666666666665,0.8522727272727273,0.42000000000000004,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,12,0.1013506609411778,0.0,0.083333333,-0.5328007247722796,0.0,May,2,4,3,4,Returning_Visitor,0,0,12,689.75,53.05769230769231,0.0,0.4833333334,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,0,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,May,3,2,3,18,Returning_Visitor,1,0,0,0.0,0.0,0.9950248756218906,0.4,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,39,0.3314245067614501,0.005405405,0.028828829,1.8984389536223207,0.6,May,2,6,2,3,Returning_Visitor,0,0,39,963.1666667,24.079166667499997,0.18121412007155896,5.4540990992,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,6,-0.2578699889010552,0.133333333,0.166666667,-0.5328007247722796,0.0,May,2,2,3,3,Returning_Visitor,0,0,6,387.0,55.285714285714285,0.7952286246615733,0.42666666670000003,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,May,3,2,3,6,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.10964253529588465,0.8546497337156903
3,0.9638971546027912,0,-0.4947987296998535,11,-0.06356954027149778,0.015384615,0.015384615,1.969751093673437,0.0,May,1,1,1,2,New_Visitor,0,1,14,625.83333333,41.722222222,0.9389671347175383,22.640615382500002,0.10964253529588465,0.13871364195002048
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,May,3,2,4,2,Returning_Visitor,1,0,1,0.0,0.0,0.9950248756218906,0.4,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,26,-0.335018515683819,0.024871795,0.078269231,-0.5328007247722796,0.0,May,2,2,2,2,Returning_Visitor,1,0,26,338.2333333,12.527160492592593,0.3137635459085001,0.4768846153,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,20,-0.48776157740091336,0.0,0.028421053,-0.5328007247722796,0.0,May,2,2,1,4,Returning_Visitor,0,0,20,255.75,12.178571428571429,0.0,0.4943157894,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,9,-0.5466150636233948,0.022222222,0.044444444,-0.5328007247722796,0.2,May,3,2,3,3,Returning_Visitor,0,0,9,228.5,22.85,0.48899755490462155,0.4844444446,0.10964253529588465,0.8546497337156903
6,1.471248793080646,0,-0.4947987296998535,6,-1.0644418227757588,0.0,0.028571429,-0.5328007247722796,0.0,May,2,2,9,5,New_Visitor,0,0,12,523.3,40.25384615384615,0.0,0.4942857142,0.10964253529588465,0.13871364195002048
1,0.4468158386453009,0,-0.4947987296998535,26,0.34591947544944973,0.0,0.008,-0.5328007247722796,0.0,May,2,2,1,1,New_Visitor,1,0,27,1004.8333333,35.88690476071429,0.0,0.4984,0.10964253529588465,0.13871364195002048
0,-1.0054680759288452,0,-0.4947987296998535,22,-0.13780343698595535,0.0,0.022727273,-0.5328007247722796,0.6,May,3,7,3,3,Returning_Visitor,0,0,22,473.5,20.58695652173913,0.0,0.4954545454,0.10964253529588465,0.8546497337156903
2,0.5098598185668746,0,-0.4947987296998535,4,0.048029881652186336,0.0,0.025,-0.5328007247722796,0.2,May,3,2,1,19,Returning_Visitor,0,0,6,662.0,94.57142857142857,0.0,0.495,0.10964253529588465,0.8546497337156903
2,0.2738773030397257,0,-0.4947987296998535,58,0.8150222383083175,0.013793103,0.026819923,-0.5328007247722796,0.8,May,2,2,2,6,Returning_Visitor,0,0,60,1820.504167,29.844330606557378,0.49579946716603057,0.4904980845,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,6,-1.4895007087455139,0.0,0.033333333,-0.5328007247722796,0.0,May,2,2,6,3,Returning_Visitor,0,0,6,21.0,3.0,0.0,0.4933333334,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,40,0.4354192793867823,0.01475,0.020429089,-0.5328007247722796,0.0,May,3,2,1,2,Returning_Visitor,0,0,40,1111.245175,27.103540853658536,0.6883167081904414,0.4914891822,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,11,0.3976048307497881,0.018181818,0.042424242,-0.5328007247722796,0.0,May,2,2,8,18,Returning_Visitor,0,0,11,1055.5,87.95833333333333,0.41870202363002673,0.48606060619999997,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,7,-1.1460590655808975,0.0,0.028571429,-0.5328007247722796,0.0,May,2,2,2,3,Returning_Visitor,0,0,7,59.0,7.375,0.0,0.4942857142,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.4627002102882598,0.0,0.1,-0.5328007247722796,0.8,May,2,2,1,4,Returning_Visitor,0,0,2,23.0,7.666666666666667,0.0,0.48,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,5,-1.437576748325941,0.12,0.16,-0.5328007247722796,0.6,May,3,2,1,3,Returning_Visitor,0,0,5,25.0,4.166666666666667,0.7453416149068323,0.43200000000000005,0.10964253529588465,0.8546497337156903
10,1.163229705304365,2,2.072108868172111,51,1.1612341662292966,0.004310345,0.017471264,1.6468576678169713,0.6,May,2,2,2,19,Returning_Visitor,0,0,63,3110.4196972,48.60030776875,0.23335408989877465,2.0447126437,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,May,1,1,5,3,New_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.10964253529588465,0.13871364195002048
0,-1.0054680759288452,0,-0.4947987296998535,3,-0.874121914307734,0.0,0.066666667,-0.5328007247722796,0.0,May,2,2,6,13,Returning_Visitor,0,0,3,115.0,28.75,0.0,0.4866666666,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,15,-0.45427716255134676,0.013333333,0.02,-0.5328007247722796,1.0,May,1,1,1,3,Returning_Visitor,1,0,15,272.3333333,17.02083333125,0.634920619047619,0.4920000001,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,May,2,4,9,3,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.10964253529588465,0.8546497337156903
1,0.8673826214042216,0,-0.4947987296998535,16,0.2799779576513166,0.0,0.004444444,1.963712593358752,0.6,May,3,2,2,6,Returning_Visitor,0,1,17,965.3095238,53.628306877777774,0.0,16.5701777762,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,16,-0.6142728328565449,0.034375,0.072115385,-0.5328007247722796,0.8,May,2,2,1,1,Returning_Visitor,0,0,16,200.0,11.764705882352942,0.4701472884263688,0.475264423,0.10964253529588465,0.8546497337156903
10,1.2188767793532795,2,2.0639950727896554,26,0.018836817755047815,0.0,0.016666667,1.7865101184781833,0.0,May,2,2,1,2,Returning_Visitor,0,0,38,920.3777778,23.5994302,0.0,2.9902854166,0.10964253529588465,0.8546497337156903
4,1.0952476289378525,0,-0.4947987296998535,28,0.027106261910263454,0.007407407,0.016049383,-0.5328007247722796,0.0,May,1,1,1,4,Returning_Visitor,0,0,32,751.4833334,22.772222224242423,0.43446774584159437,0.4945679013,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.8,May,2,2,3,1,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,6,0.450215620936431,0.028205128,0.038562092,-0.5328007247722796,0.2,May,3,2,1,1,Returning_Visitor,0,0,6,1133.666667,161.952381,0.7129331785589094,0.4838260432,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,5,-0.8141824043630388,0.04,0.093333333,-0.5328007247722796,0.6,May,1,1,1,1,Returning_Visitor,0,0,5,131.5,21.916666666666668,0.42402827004956983,0.4693333334,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,30,1.1819266846585705,0.025,0.064880952,-0.5328007247722796,0.0,May,2,2,6,13,Returning_Visitor,0,0,30,2759.833333,89.02688170967743,0.37947235492286147,0.47952380959999996,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,42,0.6289084265493935,0.005,0.02575,-0.5328007247722796,0.4,May,2,2,1,11,Returning_Visitor,0,0,42,1433.083333,33.32751937209302,0.1869158878504673,0.49334999999999996,0.10964253529588465,0.8546497337156903
5,0.9766512436594283,0,-0.4947987296998535,15,0.15170113686447959,0.01,0.03,1.9469829083603367,0.0,May,2,2,1,2,Returning_Visitor,0,1,20,838.9916667,39.951984128571425,0.3225806451612903,10.205050000000002,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,16,0.09265191306752647,0.0,0.014285714,-0.5328007247722796,0.0,May,2,2,1,2,Returning_Visitor,0,0,16,680.75,40.044117647058826,0.0,0.4971428572,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,11,-0.8602571185563949,0.027272727,0.06969697,-0.5328007247722796,0.0,May,2,2,2,3,Returning_Visitor,0,0,11,118.6666667,9.888888891666666,0.3857693901167193,0.4778787879,0.10964253529588465,0.8546497337156903
1,0.32526189652264165,0,-0.4947987296998535,7,-0.798844909551244,0.0,0.00952381,-0.5328007247722796,0.0,May,2,10,3,2,Returning_Visitor,0,0,8,152.0,16.88888888888889,0.0,0.498095238,0.10964253529588465,0.8546497337156903
1,-1.0054680759288452,0,-0.4947987296998535,19,0.9956454280185071,0.0,0.027777778,1.9473713193908069,0.0,May,4,1,2,4,Returning_Visitor,1,1,20,2236.9,106.51904761904763,0.0,10.2921111094,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,29,1.208330699891642,0.0,0.024137931,-0.5328007247722796,0.8,May,2,2,7,4,Returning_Visitor,0,0,29,2841.0,94.7,0.0,0.4951724138,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.5832173402399643,0.0,0.1,-0.5328007247722796,0.0,May,2,6,7,3,Returning_Visitor,0,0,2,15.0,5.0,0.0,0.48,0.10964253529588465,0.8546497337156903
6,0.6710901758209232,0,-0.4947987296998535,41,0.27999666374347776,0.057142857,0.073412698,-0.5328007247722796,0.0,May,2,2,6,4,Returning_Visitor,0,0,47,935.9999999700001,19.499999999375003,0.7679180910763376,0.46817460329999994,0.10964253529588465,0.8546497337156903
10,1.3481692106546155,2,2.068793121640465,86,1.1140992890013353,0.008333333,0.008587569,1.4800339951741444,0.0,May,3,2,7,5,Returning_Visitor,0,0,98,3025.1444026,30.557014167676765,0.8691810197141736,1.5396738553000002,0.10964253529588465,0.8546497337156903
4,1.4736055066140439,3,2.075896986715315,25,0.4684438577453311,0.018070818,0.043950617,1.7235119416746567,0.0,May,1,1,7,2,Returning_Visitor,1,0,32,2199.767949,66.65963481818181,0.4020149044895201,2.4453521231999997,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,17,-0.4955645664811511,0.023529412,0.052941176,-0.5328007247722796,0.8,May,2,7,9,11,Returning_Visitor,0,0,17,252.0,14.0,0.4362050245252347,0.4823529412,0.10964253529588465,0.8546497337156903
5,0.7780666507970833,0,-0.4947987296998535,4,-1.6205520038650008,0.028571429,0.057142857,-0.5328007247722796,0.8,May,2,2,3,4,New_Visitor,0,0,9,67.0,6.7,0.491400499978871,0.4799999999,0.10964253529588465,0.13871364195002048
1,0.4291637216604974,0,-0.4947987296998535,11,-0.2608818342176129,0.0,0.02,-0.5328007247722796,0.6,May,2,2,3,2,Returning_Visitor,0,0,12,406.0,31.23076923076923,0.0,0.496,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,29,-0.009170581086124844,0.006896552,0.020689655,-0.5328007247722796,0.0,May,2,2,5,4,Returning_Visitor,0,0,29,582.0,19.4,0.31796503909352175,0.49379310340000004,0.10964253529588465,0.8546497337156903
8,1.0046286948039727,0,-0.4947987296998535,64,0.6909609113681997,0.0,0.016086957,1.8699444444168072,0.0,May,2,2,2,14,Returning_Visitor,1,0,72,1653.711111,22.6535768630137,0.0,4.4312577296,0.10964253529588465,0.8546497337156903
3,0.7164416621302431,0,-0.4947987296998535,43,0.7833870805231248,0.006349206,0.03537415,-0.5328007247722796,0.0,May,2,5,7,3,Returning_Visitor,0,0,46,1783.75,37.952127659574465,0.17455269745134935,0.49102040820000004,0.10964253529588465,0.8546497337156903
2,1.0372310698112452,0,-0.4947987296998535,17,-0.6754409404146285,0.078947368,0.093859649,-0.5328007247722796,0.0,May,3,2,6,3,Returning_Visitor,0,0,19,290.6666667,14.533333335,0.8322544815657077,0.4575438598,0.10964253529588465,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.9210543775897195,0.1,0.15,-0.5328007247722796,0.8,May,2,2,4,2,Returning_Visitor,0,0,2,3.0,1.0,0.6622516556291391,0.44000000000000006,0.10964253529588465,0.8546497337156903
